,,,0
PHP разработчик (Middle/Senior),salary_to_uniques,0.0,1
PHP разработчик (Middle/Senior),experience_uniques,От 3 до 6 лет,1
PHP разработчик (Middle/Senior),employment_uniques,Полная занятость,1
PHP разработчик (Middle/Senior),schedule_uniques,Полный день,1
PHP разработчик (Middle/Senior),key_skills_uniques,SQL,1
PHP разработчик (Middle/Senior),key_skills_uniques,PHP,1
PHP разработчик (Middle/Senior),key_skills_uniques,PHP 7,1
PHP разработчик (Middle/Senior),key_skills_uniques,Laravel,1
PHP разработчик (Middle/Senior),key_skills_uniques,Git,1
PHP разработчик (Middle/Senior),key_skills_uniques,ООП,1
PHP разработчик (senior),salary_from_uniques,150000.0,1
PHP разработчик (senior),salary_to_uniques,0.0,1
PHP разработчик (senior),experience_uniques,От 3 до 6 лет,1
PHP разработчик (senior),employment_uniques,Полная занятость,1
PHP разработчик (senior),schedule_uniques,Полный день,1
PHP разработчик (senior),key_skills_uniques,JSON API,1
PHP разработчик (senior),key_skills_uniques,PostgreSQL,1
PHP разработчик (senior),key_skills_uniques,Git,1
PHP разработчик (senior),key_skills_uniques,Elasticsearch,1
PHP разработчик (senior),key_skills_uniques,RabbitMQ,1
PHP разработчик (senior),key_skills_uniques,REST,1
PHP разработчик (senior),key_skills_uniques,PHP7,1
PHP-developer/PHP-программист (Bitrix),salary_from_uniques,100000.0,1
PHP-developer/PHP-программист (Bitrix),salary_to_uniques,140000.0,1
PHP-developer/PHP-программист (Bitrix),experience_uniques,От 3 до 6 лет,1
PHP-developer/PHP-программист (Bitrix),employment_uniques,Полная занятость,1
PHP-developer/PHP-программист (Bitrix),schedule_uniques,Полный день,1
PHP-программист,salary_from_uniques,150000.0,1
PHP-программист,salary_from_uniques,100000.0,1
PHP-программист,salary_from_uniques,0.0,1
PHP-программист,salary_from_uniques,60000.0,1
PHP-программист,salary_from_uniques,50000.0,1
PHP-программист,salary_from_uniques,90000.0,1
PHP-программист,salary_from_uniques,80000.0,1
PHP-программист,salary_to_uniques,0.0,3
PHP-программист,salary_to_uniques,150000.0,1
PHP-программист,salary_to_uniques,140000.0,1
PHP-программист,salary_to_uniques,80000.0,1
PHP-программист,salary_to_uniques,70000.0,1
PHP-программист,experience_uniques,От 1 года до 3 лет,5
PHP-программист,experience_uniques,От 3 до 6 лет,2
PHP-программист,experience_uniques,Нет опыта,1
PHP-программист,experience_uniques,Более 6 лет,1
PHP-программист,employment_uniques,Полная занятость,9
PHP-программист,schedule_uniques,Полный день,8
PHP-программист,schedule_uniques,Удаленная работа,1
PHP-программист,key_skills_uniques,PHP,7
PHP-программист,key_skills_uniques,MySQL,4
PHP-программист,key_skills_uniques,ООП,3
PHP-программист,key_skills_uniques,JavaScript,3
PHP-программист,key_skills_uniques,HTML,3
PHP-программист,key_skills_uniques,Git,2
PHP-программист,key_skills_uniques,jQuery,2
PHP-программист,key_skills_uniques,PHP5,2
PHP-программист,key_skills_uniques,CSS,2
PHP-программист,key_skills_uniques,CSS3,1
PHP-программист,key_skills_uniques,E-Commerce,1
PHP-программист,key_skills_uniques,CentOS,1
PHP-программист,key_skills_uniques,SQL,1
PHP-программист,key_skills_uniques,Bash,1
PHP-программист,key_skills_uniques,Linux,1
PHP-программист,key_skills_uniques,1С-Битрикс,1
PHP-программист,key_skills_uniques,MS Access,1
PHP-программист,key_skills_uniques,HTML5,1
PHP-программист,key_skills_uniques,Bitrix,1
PHP-программист,key_skills_uniques,LAMP,1
PHP-программист,key_skills_uniques,CMS Wordpress,1
PHP-программист,key_skills_uniques,Веб-программирование,1
PHP-программист,key_skills_uniques,Пользователь ПК,1
PHP-программист,key_skills_uniques,Debian,1
PHP-программист,key_skills_uniques,phpMyAdmin,1
PHP-программист,key_skills_uniques,Nginx,1
PHP-программист,key_skills_uniques,Memcached,1
PHP-программист (Bitrix),experience_uniques,От 1 года до 3 лет,1
PHP-программист (Bitrix),employment_uniques,Полная занятость,1
PHP-программист (Bitrix),schedule_uniques,Полный день,1
PHP-программист (Web разработчик),experience_uniques,От 1 года до 3 лет,1
PHP-программист (Web разработчик),employment_uniques,Полная занятость,1
PHP-программист (Web разработчик),schedule_uniques,Полный день,1
PHP-программист (Web разработчик),key_skills_uniques,API,1
PHP-программист (Web разработчик),key_skills_uniques,MySQL,1
PHP-программист (Web разработчик),key_skills_uniques,HTML,1
PHP-программист (Web разработчик),key_skills_uniques,Git,1
PHP-программист (Web разработчик),key_skills_uniques,JavaScript,1
PHP-программист (Web разработчик),key_skills_uniques,Yii,1
PHP-программист (Web разработчик),key_skills_uniques,Разработка ПО,1
PHP-программист (Web разработчик),key_skills_uniques,SOAP,1
PHP-программист (Web разработчик),key_skills_uniques,jQuery,1
PHP-программист (Web разработчик),key_skills_uniques,1С-Битрикс,1
PHP-программист (Yii2),experience_uniques,От 3 до 6 лет,1
PHP-программист (Yii2),employment_uniques,Полная занятость,1
PHP-программист (Yii2),schedule_uniques,Удаленная работа,1
PHP-программист (Yii2),key_skills_uniques,HTML,1
PHP-программист (Yii2),key_skills_uniques,Yii,1
PHP-программист (Yii2),key_skills_uniques,Администрирование сайтов,1
PHP-программист (Yii2),key_skills_uniques,CSS,1
PHP-программист (Yii2),key_skills_uniques,MySQL,1
PHP-программист (Yii2),key_skills_uniques,Управление проектами,1
PHP-программист (Yii2),key_skills_uniques,Поисковая оптимизация сайтов,1
PHP-программист (middle),experience_uniques,От 1 года до 3 лет,1
PHP-программист (middle),employment_uniques,Полная занятость,1
PHP-программист (middle),schedule_uniques,Полный день,1
PHP-программист (middle),key_skills_uniques,ООП,1
PHP-программист (middle),key_skills_uniques,MySQL,1
PHP-программист (middle),key_skills_uniques,PHP,1
PHP-программист (middle),key_skills_uniques,Git,1
PHP-программист (middle),key_skills_uniques,JavaScript,1
PHP-программист (middle),key_skills_uniques,XML,1
PHP-программист Yii,salary_from_uniques,95000.0,1
PHP-программист Yii,salary_to_uniques,0.0,1
PHP-программист Yii,experience_uniques,От 3 до 6 лет,1
PHP-программист Yii,employment_uniques,Полная занятость,1
PHP-программист Yii,schedule_uniques,Удаленная работа,1
PHP-программист/Front Vue.js,salary_from_uniques,60000.0,1
PHP-программист/Front Vue.js,salary_to_uniques,150000.0,1
PHP-программист/Front Vue.js,experience_uniques,От 1 года до 3 лет,1
PHP-программист/Front Vue.js,employment_uniques,Полная занятость,1
PHP-программист/Front Vue.js,schedule_uniques,Полный день,1
PHP-программист/WEB-программист,salary_from_uniques,100000.0,1
PHP-программист/WEB-программист,salary_to_uniques,120000.0,1
PHP-программист/WEB-программист,experience_uniques,От 3 до 6 лет,1
PHP-программист/WEB-программист,employment_uniques,Полная занятость,1
PHP-программист/WEB-программист,schedule_uniques,Полный день,1
PHP-программист/WEB-программист,key_skills_uniques,PHP,1
PHP-программист/WEB-программист,key_skills_uniques,MySQL,1
PHP-программист/WEB-программист,key_skills_uniques,SQL,1
PHP-программист/WEB-программист,key_skills_uniques,PostgreSQL,1
PHP-разработчик,salary_from_uniques,95000.0,1
PHP-разработчик,salary_from_uniques,85000.0,1
PHP-разработчик,salary_from_uniques,160000.0,1
PHP-разработчик,salary_from_uniques,0.0,1
PHP-разработчик,salary_from_uniques,120000.0,1
PHP-разработчик,salary_from_uniques,80000.0,1
PHP-разработчик,salary_from_uniques,90000.0,1
PHP-разработчик,salary_from_uniques,32000.0,1
PHP-разработчик,salary_from_uniques,100000.0,1
PHP-разработчик,salary_to_uniques,150000.0,3
PHP-разработчик,salary_to_uniques,180000.0,2
PHP-разработчик,salary_to_uniques,120000.0,1
PHP-разработчик,salary_to_uniques,100000.0,1
PHP-разработчик,salary_to_uniques,80000.0,1
PHP-разработчик,salary_to_uniques,0.0,1
PHP-разработчик,experience_uniques,От 1 года до 3 лет,9
PHP-разработчик,experience_uniques,От 3 до 6 лет,3
PHP-разработчик,experience_uniques,Нет опыта,1
PHP-разработчик,employment_uniques,Полная занятость,13
PHP-разработчик,schedule_uniques,Полный день,10
PHP-разработчик,schedule_uniques,Удаленная работа,3
PHP-разработчик,key_skills_uniques,PHP,12
PHP-разработчик,key_skills_uniques,MySQL,10
PHP-разработчик,key_skills_uniques,Git,9
PHP-разработчик,key_skills_uniques,JavaScript,4
PHP-разработчик,key_skills_uniques,Linux,3
PHP-разработчик,key_skills_uniques,PostgreSQL,3
PHP-разработчик,key_skills_uniques,ООП,3
PHP-разработчик,key_skills_uniques,PHP5,3
PHP-разработчик,key_skills_uniques,Yii2,3
PHP-разработчик,key_skills_uniques,Laravel,2
PHP-разработчик,key_skills_uniques,Symfony,2
PHP-разработчик,key_skills_uniques,HTML,2
PHP-разработчик,key_skills_uniques,Работа с базами данных,1
PHP-разработчик,key_skills_uniques,SQL,1
PHP-разработчик,key_skills_uniques,Jetbrains Phpstorm,1
PHP-разработчик,key_skills_uniques,laravel,1
PHP-разработчик,key_skills_uniques,MVC,1
PHP-разработчик,key_skills_uniques,Python,1
PHP-разработчик,key_skills_uniques,Atlassian Jira,1
PHP-разработчик,key_skills_uniques,Ajax,1
PHP-разработчик,key_skills_uniques,bitbacket,1
PHP-разработчик,key_skills_uniques,Yii,1
PHP-разработчик,key_skills_uniques,1С-Битрикс,1
PHP-разработчик,key_skills_uniques,Doctrine,1
PHP-разработчик,key_skills_uniques,Docker,1
PHP-разработчик,key_skills_uniques,Vue,1
PHP-разработчик,key_skills_uniques,Zend Framework,1
PHP-разработчик,key_skills_uniques,MongoDB,1
